"accept_credit_cards","caters","delivery","good_for_groups","good_for_kids","has_tv","outdoor_seating","parking","take_out","takes_reservations","waiter_service","wheelchair_accessible","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","dessert","latenight","lunch","dinner","breakfast","brunch","review_count","price_range","alcohol","attire","noise_level","wifi","city","name","business_id","stars"
"1","1","1","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",49,1,"none","casual","average","free","Tempe","Yvonne's Cafe","q33WQvdsAeJHbTDYnCvxMw",3.5
"1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",53,1,"none","casual","average","no","Tempe","Tokyo Stop","CO8UjN6WXsDJqo5qJx8nFA",4
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",260,2,"full_bar","casual","average","free","Tempe","Monti's La Casa Vieja","vAOTGsBMJp2ebRCJ6Ny7NQ",3.5
"1","1","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",76,1,"none","casual","average","free","Tempe","Munch A Mania","BZ5Fqx0dTwZgnLzCcMyJaQ",4.5
"1","0","0","1","0","0","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",586,3,"full_bar","casual","average","free","Tempe","House of Tricks","EKzMHI1tip8rC1-ZAy64yg",4
"1","1","0","1","1","1","1","0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",6,2,"none","casual","very_loud","no","Tempe","Pizzeria Uno","IoKd6IJaSZnR8KZTuHw-yA",2.5
"1","0","0","1","0","1","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",425,3,"full_bar","casual","average","no","Phoenix","Hillstone Restaurant","zMa6YoEekpABg1HZnnTZdg",4
"1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",9,2,"full_bar","casual","average","no","Tempe","Uno's","S7f-B7KNSTU_akRQGeft6Q",2.5
"1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",7,1,"full_bar","casual","quiet","no","Fountain Hills","Ha Ha China","Qgp_J83d5e_V9v1ETP0ZHw",3.5
"1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",74,1,"none","casual","quiet","no","Tempe","Fujiya Market","Kur7YGwuw6CqnqEypNrOvQ",4
"0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",443,1,"beer_and_wine","casual","average","no","Tempe","The Chuck Box","4AKcmN--0hbF0kX9pg8scg",4
"1","0","1","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",20,2,"none","casual","loud","free","Tempe","Domino's Pizza","q37eFP7wNLVg5ka1BophAg",2.5
"0","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",54,1,"none","casual","average","no","Tempe","Pete's Fish & Chips","W5tBa2Bvs2fCXQuM40REAA",2
"1","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",11,1,"none","casual","quiet","no","Tempe","Sub Factory","-wwJIaO7-diyEqxGwZKVuQ",4
"1","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",24,1,"none","casual","quiet","no","Tempe","The Original Hoagie Shop","kBF7JSs3VGdjjcf46vk4nw",4
"1","0","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",28,1,"full_bar","casual","very_loud","paid","Tempe","Trailer Park Restaurant","yi5pFL1xhnMUH0BZb8xNUw",3.5
"1","1","0","0","1","1","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11,1,"none","casual","very_loud","no","Phoenix","56th St Deli & Market","gxuVySgACHDqJlwmelFHLA",4.5
"1","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",4,2,"none","casual","very_loud","no","Tempe","Urban Cafe","Kv3rSUtmAzDA2ADAkKUVYg",4
"1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",404,2,"full_bar","casual","average","free","Tempe","Caffe Boa","iNT6pcUugoXsDlZgRTyhtw",3.5
"1","1","0","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",8,2,"full_bar","casual","average","no","Tempe","Manuel's Fine Mexican Food","NJTIb6bro3gmfo7Gp6rDLg",3
"1","0","0","1","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",281,2,"none","casual","average","no","Tempe","Thai Basil","0udEgNqy5rLR5pZ4kD19Og",4
"1","0","0","1","0","1","1","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0",553,2,"full_bar","casual","average","free","Tempe","Casey Moore's Oyster House","2ceeU8e3nZjaPfGmLwh4kg",4
"1","1","0","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",4,1.15109745232379,"none","casual","average","no","Tempe","Subway","O7zS7fvyNcq91iFABSMudA",3
"1","1","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",20,1,"none","casual","quiet","no","Tempe","Ladybug Cafe","KyiV6r8jH_bgq3VkAaYw_A",4.5
"1","1","0","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",99,2,"full_bar","casual","average","no","Tempe","Serranos Mexican Food","rlQCMHmaMjPzEh3BeaDkIg",3.5
"1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",163,2,"full_bar","casual","average","no","Tempe","Joe's Crab Shack","MwaFQkJxzqg8G5_hTip99A",3
"1","1","0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18,2,"full_bar","casual","loud","no","Tempe","Carmen's Bistro","D3e0Caowj_1X4o6C9hzN1w",2
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0",18,2,"full_bar","casual","loud","no","Tempe","Papa Razzini","RtkO-NApvScuMyQGpwRfIw",4
"1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",13,2,"full_bar","casual","quiet","paid","Phoenix","Olympic Flame","cvb__rYMkj4BMhC3p_FB3Q",4
"1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",107,2,"full_bar","casual","average","free","Tempe","Classic Italian Pizza","63oKTPacLDyd9D5XwmAlUA",4
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",25,2,"full_bar","casual","average","paid","Tempe","Garcia's Mexican Restaurants","FHyyoYs9hn37NA7cn55VAw",3
"1","1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",68,2,"beer_and_wine","casual","average","free","Tempe","Fuddruckers","0m0KmAYGvC34MfwJIEgCEA",3.5
"1","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23,1,"none","casual","very_loud","no","Tempe","Domino's Pizza","eWvfBkL6NPtIjfqhCo7EdA",3
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",35,2,"beer_and_wine","casual","quiet","no","Tempe","Pasand","y3V2jqKmvWjyo9Mc-Ipn4g",3
"1","0","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",16,1,"none","casual","quiet","no","Tempe","Gourmet Wok","b7-1zOz2yaQZ7JUHqHLAlA",3.5
"1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",47,1,"full_bar","casual","average","free","Tempe","Baseline Sports Bar","n2obEkXP7e3QCNkYXcO3Cg",3.5
"1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17,1,"none","casual","average","no","Tempe","Wendy's","p06uRJ0HO4k9FXabVX45Pg",3
"1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",10,1,"none","casual","quiet","no","Tempe","Taco Bell","SZ9JuY-zD0SIrBS1b9Isyg",4
"1","1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",10,2,"none","casual","quiet","no","Tempe","Panda Express","yKC98yTn7_feZ8LOx5jAvA",2.5
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",38,1,"none","casual","very_loud","free","Tempe","Einstein Bros Bagels","bygCmRIxMiLjs66Qf3whSA",3
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",129,2,"full_bar","casual","average","no","Phoenix","Mi Amigo's Mexican Grill","-lOSaCuBRAvX5JBifx-EMw",3
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,2,"full_bar","casual","average","no","Tempe","Ichiban Japanese Restaurant & Sushi","vKtykqL1LL5bM_1RKihPow",2.5
"1","1","0","1","0","0","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",109,3,"full_bar","dressy","quiet","no","Phoenix","Vincent's On Camelback","VpSiOW1PapVmZyyRBK_GBQ",3.5
"1","1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0",14,1,"full_bar","casual","quiet","no","Tempe","Chuy's Mesquite Broiler","446KvdN175pZ8nc64QB51w",3.5
"1","1","0","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",3,1,"full_bar","casual","loud","free","Tempe","Boathouse","nseCVrqIJ6GLdSz6dn4fkA",4.5
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",113,2,"none","casual","average","no","Tempe","Tom's BBQ","ZlmZKy8IYfExSP33WJflwQ",3.5
"1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",9,1,"none","casual","loud","no","Tempe","Burger King","3_-UavvGHSl3yzyX3KGg0Q",2
"1","1","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",17,1,"none","casual","quiet","no","Tempe","KFC","ZT4yweuACGHR9KtlqPJpiA",2
"1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,1,"none","casual","average","no","Tempe","Little Caesars Pizza","xgiMIVfuR94h2NACaQfo3w",2.5
"1","0","1","0","1","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0",98,1,"none","casual","quiet","no","Tempe","Chopstick Express","iZpgRNPogioU5sEaDyl5uw",3
"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",9,1,"none","casual","very_loud","no","Tempe","Church's Chicken","eYi7Ylx0srVaeCLnkeXyrQ",2
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",111,1,"none","casual","average","free","Tempe","P.croissants","ApEvXLmsPMWsUVEfPkrmfg",3.5
"1","1","0","1","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",33,1,"none","casual","average","no","Tempe","Sub Factory","S-85eD4cnHA8uvgC7DyvZg",3.5
"1","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10,1,"none","casual","average","no","Phoenix","Sonic Drive-In","Upru5VE0jZ81ZQVVNCK_uA",3
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0",23,2,"full_bar","casual","average","no","Tempe","Lychee Inn","Kp7FuOK-vb1ufpCsTU14eQ",4
"1","1","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",134,1,"beer_and_wine","casual","quiet","no","Tempe","Wong's Place","pSiR8m18iick2D7TFdmb-Q",4
"1","0","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",52,1,"none","casual","average","no","Tempe","China Town Buffet","baV9mE-cD9u-buA9N_k-Xg",2.5
"1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",23,1,"none","casual","average","no","Tempe","Popeyes","TOy2PLtojYMCaVzHsEzyhw",2.5
"1","0","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",21,1,"none","casual","average","no","Tempe","Carl's Jr","lJcXm5UJ2yAGcX6hUN2kfg",2.5
"1","1","0","1","1","1","1","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",64,2,"beer_and_wine","casual","average","no","Guadalupe","San Diego Bay Restaurant","QxpX4slDIOGFEHlPV4mrSw",4
"1","1","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",29,1,"beer_and_wine","casual","average","no","Guadalupe","Del Yaqui","166feddAL9YETnzTSUJ8aA",4
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",173,1,"beer_and_wine","casual","average","no","Tempe","Someburros","YL_EiYALmGUd1lm5HZgL3w",3.5
"1","0","0","1","1","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0",52,1,"none","casual","average","no","Tempe","Filiberto's Mexican Restaurant","fON48rwmABedlUu0DWVEiA",3.5
"1","1","0","1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",108,2,"full_bar","casual","quiet","no","Tempe","Riazzi's Italian Garden","9XX-sxaDFXlXO65WnuS65Q",3.5
"1","1","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1",121,2,"beer_and_wine","casual","average","no","Phoenix","Vincent Market Bistro","oc0Wl6ktfMLb5VZ2Uz6M2A",4.5
"1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8,1,"none","casual","very_loud","paid","Tempe","McDonald's","pA0Z8FbnfsoRmHe1ULqHeQ",1.5
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",40,1,"beer_and_wine","casual","average","no","Tempe","Rubio's","2o8wGRVSn1UCrwSMqwgu-g",4
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",291,1,"none","casual","average","no","Chandler","Tott's Asian Diner","sNuyncpQdcvfEpfZS-3Yew",4
"1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,1,"none","casual","quiet","free","Tempe","Long Wongs","56YapUus0bh9BFax-HIbPA",2
"1","0","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",25,1,"none","casual","loud","free","Tempe","Denny's","kCuThQa4pyo6S7hXyfSqkg",3
"1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",14,1,"none","casual","quiet","no","Tempe","Chinatown Restaurant","UcEaSZ2nd721f0C67zN23w",2.5
"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,2,"none","casual","quiet","no","Gilbert","Subway","onLmrFfGrkq7ZGGdwamAHw",3
"1","1","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",33,2,"none","casual","very_loud","no","Gilbert","Rosati's Pizza","ZLMTpar6-f_TgekXpaza6g",2.5
"1","1","1","1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",14,2,"none","casual","average","no","Glendale","Domino's Pizza","AoQ53rJ0ZWvVgJYRXGduKQ",2.5
"1","1","1","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",94,1,"none","casual","average","free","Tempe","Dilly's Deli","bF7KQ6AQK5rBS7aOFKtlWg",4
"1","0","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",152,1,"none","casual","average","no","Phoenix","Loving Hut","_ODHYjCmrb3W9hIGJI1uaA",4
"1","1","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",30,2,"beer_and_wine","casual","average","free","Glendale","Il Primo Pizza & Wings","ZgvRm5mAyHJs-yWH6pYHww",3.5
"1","1","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",11,1,"none","casual","average","no","Glendale","Panda Express","dVdZTdXcz2W-Hp3NFXQuJA",3.5
"1","0","0","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0",28,1,"none","casual","quiet","no","Glendale","Polibertos Taco Shop","Dl75rUIh6VWgg4bRxOLqoA",3.5
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,1,"none","formal","very_loud","paid","Glendale","McDonald's","RDuYiyWttgSY0_TE8gy3dw",2
"1","1","0","1","1","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",94,2,"none","casual","average","no","Glendale","A Touch of European Cafe","1cTI09YZ3uRPXt3YkznuPg",4.5
"1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,1,"none","casual","average","no","Glendale","Great Steak","9rELgXY-D-MbH3HuKotcmQ",4
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",28,1,"none","casual","quiet","paid","Glendale","Papa's Gyros","mLH4DEWVcYVFHwsVNyb-uw",4
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",31,1,"beer_and_wine","casual","average","no","Glendale","Mama Lupitas","2zJbG645xRdTfAprhaVQTQ",4
"1","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",14,2,"none","casual","average","free","Phoenix","Peter Piper Pizza","CvJNcUtmNubDF8UmuduNXg",2.5
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",104,1,"none","casual","average","free","Tempe","Back East Bagels","-hQ8iZygzi0iiTFUkHgiEA",3.5
"1","0","0","1","1","0","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",37,1,"none","casual","quiet","no","Glendale","Lenny's Burger Shop","UksBiIoqV0sr4kcqBOE4nQ",3
"1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,1,"none","casual","quiet","no","Glendale","El Gallito Carniceria","a3qe-zQm7ZbkzIEuWNvIzA",4.5
"1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0",78,2,"none","casual","average","no","Glendale","Vito's Pizza","DfJRq4pqowfdTB4iTAENjQ",4
"1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4,1,"none","casual","average","no","Glendale","Hilberto's Mexican Food","xqg3eJBQjPTeNJAk33Bm9A",2.5
"1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,1,"beer_and_wine","casual","very_loud","paid","Glendale","El Pollo Loco","5lYd_fpm7ug7_Xzu7RloPQ",2.5
"1","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,1,"none","casual","average","no","Glendale","Him's Jl Buffet","VCGyfZMhaCNUnYTK-ihvXQ",4
"1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,1,"none","casual","loud","no","Glendale","Cristal's Bakery & Mexican Food","lmlhy33A_rkwTeE2rl9ltA",3.5
"1","1","1","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5,2,"none","casual","very_loud","no","Glendale","Pizza Hut","CtyV5TghWQZZ7F3QlpPp3w",3
"1","1","1","1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0",21,1,"none","casual","average","free","Glendale","Submarinos","9_2qTGdmBx2lAJlAIKHOiw",4
"1","1","0","1","1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61,2,"beer_and_wine","casual","average","no","Glendale","Kimberly Ann's Tea Room & Cafe","zwGhUe335Hvcv10_2YiaMA",3
"1","1","0","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",64,2,"none","casual","average","no","Phoenix","Sweet Tomatoes","wTiQXYB9fE9rcSZDsZgbtQ",3.5
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",86,1,"none","casual","average","no","Phoenix","Ono Hawaiian BBQ","y-uHaMLLWQydSyWJawLIUw",3
"0","0","0","0","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",82,1,"none","casual","average","no","Glendale","Dazzo's Dog House","SvZXOhA_hIuQgR34VfVqnQ",4
"1","1","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",9,2,"none","casual","average","no","Glendale","Long Wong's #9","3WTt7zs_JGdQnFnxKADQww",3.5
"1","0","0","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",37,1,"none","casual","quiet","no","Glendale","Pizza Old Roma","znk2Myv_dDjUIRm7cYHdHQ",4
"1","1","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",26,1,"beer_and_wine","casual","average","no","Glendale","Caramba Fresh Mexican Food","19yh2tk7HXOBG8GU0_OrKQ",3.5
"1","1","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",133,2,"beer_and_wine","casual","average","no","Glendale","Pedro's Mexican Restaurant","oPhx1YGHyLmtl6sfo3Vr8A",4
"1","1","0","1","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",36,2,"full_bar","casual","average","free","Glendale","Max's Restaurant & Sports Bar","PLSEnkN4XybG_6qJi0R27w",3
"1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0",12,1,"none","casual","quiet","no","Glendale","Hing Loon Chinese Ex","4RsM5U2poPyQZsaefj85lA",3.5
"1","1","0","1","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",45,2,"none","casual","average","no","Glendale","King Wah Express","VEDXuvU1gZy3PqD9q32uwQ",3.5
"0","0","0","1","1","0","1","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",78,1,"none","casual","average","no","Glendale","Pete's Fish & Chips","Yw86Jnab9ixke9xJ5pLhMQ",2.5
"1","0","0","1","1","0","1","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0",437,2,"beer_and_wine","casual","average","free","Phoenix","Pane Bianco","-AAig9FG0s8gYE4f8GfowQ",4
"1","0","0","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",77,2,"full_bar","casual","average","no","Tempe","Outback Steakhouse","ufKmcpK6OTaWzeBGWNOa8A",3.5
"1","1","0","1","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,2,"full_bar","casual","average","no","Glendale","Famous Sam's","8VRTiv3IWanIf6W16KxHnw",2.5
"1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18,1,"none","casual","average","no","Phoenix","Panda Express","nLpV9fo8xml-QHOKyOje2A",2.5
"1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",7,1,"none","casual","average","free","Glendale","Corporate Cafe","O-s2pyewnZXyyxBAfka7-A",4
"1","1","0","1","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,1,"none","casual","average","no","Glendale","Neriberto's","Ldf1VTbrd66IKzhhLcNjdQ",2.5
"1","0","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,1,"beer_and_wine","casual","loud","free","Glendale","Peter Piper Pizza","RjMUBuL5XVoyrS58xxImqQ",1.5
"1","1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",33,1,"none","casual","average","no","Glendale","Ming-Gee Chinese Food Restaurant","WYd1nHMfXkuSUOXXiXFvpQ",3.5
"1","1","1","1","1","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",163,1,"none","casual","average","free","Glendale","Kiss the Cook Restaurant","oB3LAXzg-GgnPbBRUsvxxw",4
"1","0","0","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6,1,"none","casual","average","no","Glendale","Church's Chicken","4kSWilkz2MRpLRDBQH0j7g",3
"1","1","0","1","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0",94,2,"full_bar","casual","quiet","no","Glendale","La Perla Cafe","QzC9ePNTrJ5QQwehsmMAWA",3
"1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7,2,"none","casual","quiet","no","Glendale","Taco Bell","5fJpJUUUCm63JiiXwvRaSQ",1.5
"1","0","0","1","1","1","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0",49,1,"none","casual","average","no","Tempe","Rivas Mexican Food","vSEFzop2GDXsIWTLxIGMiw",3.5
"1","0","0","1","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0",35,1,"none","casual","average","no","Glendale","Parsons Family Restaurant","CFuzIBaREsa0nunnI_FFYg",3.5
"1","0","0","1","1","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0",28,1,"none","casual","quiet","no","Phoenix","Armando's Mexican Food","JobP0ghILdh8S8l-LhHHxQ",3
"1","0","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10,1,"none","casual","very_loud","no","Glendale","Mi Pueblito Mexican Food","C3X564vqQ1bYLE9rlg5Q0Q",3.5
