user_id,review_count,average_stars
YWV8MKNJrbnnaoXPuio6QA,117,4.01
3XmkKm6zgyWOwUZsoY72DQ,22,3.74
n0YlhsC4J72O1r5YcqD7OQ,10,2.4
paThdtYPN_AyJz8100lEoA,41,3.57
EeTHVxQLLFIzDqvVjudJeA,33,4.35
GRqLZGxYRUZ5KXGqtX2FgA,2,4.0
k0bcYG40mopPNFhirPrjcA,4,2.0
w28fOrESpaWvJJ5-YdQzHQ,4,3.5
kKZCa43mEmNcvVpii0L8zw,5,3.8
QDsMKpLeLLn5u9wZU7P1lw,3,1.67
kS_iC8XW9F1YPMG1jyIwUQ,7,3.5
AG2d0M9okSTSAFStVHn3Hw,2,1.0
sO1u8KjxEthZOCbyUku3hw,4,3.75
eKs0b2xKuzkFz_zs0LX2gQ,15,4.0
p3WjvNHerOVzIUFz5NKTCA,4,4.0
vOjBrsVWAtwMZbd8VrG58Q,25,3.92
ZOGH0INtJBlIhL6RsrWmEQ,39,3.84
sKF8m7rzXaoB_4gtYoeh-w,77,3.31
oq2gdaJbAl6LUg1qSPzQAA,6,3.0
Ayx_wLGPjTVPIYoFerF82Q,12,4.5
2ghZbI6e3uU_v319lHc6OQ,3,3.0
YLroOMrOhOE4dafmqZl-Fg,3,2.33
zcYn2eIbi1TWaKcwB4ja_g,5,3.0
kD9HbkzySiXfwyWUJWZ75Q,1,5.0
uHLV3M6iaG_WFpkmokzeog,42,3.43
sDDVSSr9DZFGhexEt3ifnQ,849,3.61
yZRbrS79HYOPZ6a-oiuwAQ,4,3.75
wrcTcwdC9WagZab3t2_Qbg,15,4.13
DMtlC2TpVEimIn0D07HnUA,36,3.89
cHJuly2HUiFm9A6HJDUswQ,3,3.0
UwzkhcbR0ZbSYEq1-OYgzA,12,4.42
giO_c0jwzEFUmPYuZDG0eQ,17,4.12
V95lq1ivcsDUdzdT4gg0_Q,6,4.17
YJks20jKPcQY2GL_dbkFqg,3,4.0
Cost-gi6BiPQljRzF8xxtw,16,4.57
U7RbOiwkGKw3O-FfVUGCoA,2,5.0
35IoHotj_bjGrIIhYThhSQ,7,4.2
xwN2UK_hRCfVyMTM12qiyA,4,4.25
L6SHcKGE7uPFaVicYtgeig,6,5.0
lyC_MoNzIqN4p-YpBK3aJA,21,3.5
AWQyKiKiUbb8gLBYxYoDew,10,4.4
WKcwzqrjSD3xC1gd2Ebo3w,1,5.0
fmVp4goP54aKNs_NflRbxw,2,3.5
FK6ZcojuYDD2e1IHN7kOGw,115,3.49
jQG8qTDPxDG-P0pOlwmy1Q,314,3.95
qYnXG4az7ITxdyquD0XDeg,9,3.9
P6_9us1pmxoIwtX9Y1hA4A,66,3.58
rMEHK_5v5M5921yrLxLjEQ,14,4.0
Vcc3DfRbIiTJba8mYuhKRg,2,2.5
0JBFvdJPvN65DPfbvDwlRA,2,5.0
MLt_I7hICBaE-i1OLXKpYg,3,3.67
oqAbk6Mch6wpWXN4DL_K1w,15,3.08
7ij087NxarWn1hlFmF4kVw,8,4.14
o-QfPfdedgdwh-Uk2vtEAA,25,3.04
aU8ob6BzAsPfcs-zvg8CcA,11,4.18
iHynvcu72saaXi4uNwPIwg,2,5.0
xNrL6ZoG4BRNfnoMkeYnVw,5,3.0
zsNXqSW1bP9wWijxSetBCw,8,3.67
d6RJf1tBraIHDcKJtg0mHA,5,3.2
t1Jyxq2wTUcT_ZLJeucIvg,2,3.0
g_Dv2WAk8dS_kEHZ854dLg,29,3.87
bcezsOlUlBu54i_I9xpNTQ,122,3.24
UM51LA7L-UASD2IOA-55ag,7,3.86
1N_6z4MfTQxMS4IBgQ_NRg,2,2.0
-zP_7kNZhefD3ADQ2u_ThQ,2,4.0
-LYUUUzD61U5u2QUdpsRYg,1,4.0
dpgZX7LQer3tuCDKp6UOlA,1,5.0
SBKzy4sXKX3mibovXQNG6Q,83,4.13
uOhVYTedAc3Pj9Uszlwr7A,49,4.71
WGYD_itK2t4P0b8feIVyRA,6,2.5
ZE0BGjDQR1EQ9-Y7rHm6Lg,2,5.0
_lZtxss4YlZFa9te6dGhow,20,4.53
alu7bejUbmi6B9s4yQKC5A,5,3.4
I35ctfDb1kmPmb2dRyqnBA,19,3.88
f3l2LgpisnbWhoGw2SQ88w,3,4.0
_V6DArIE844lL08WpPVrZA,1,5.0
7XuCTf6L3y7gkzcOiJaGow,22,4.55
h6c7hw1M8W1ZJRhNYNPECQ,9,3.78
Jr55BpzbyrDcarJx-_aXOA,4,3.67
QXWIh-Wx6k7wfCuBYiHgaQ,3,3.33
waYKFepkfenGRpP9M96blw,1,5.0
dPSPLIUA-SvuvxlGpkI2PQ,1,4.0
tpjk7nlVkjPpOnOsNdJDQg,4,2.25
5iaX4yFQKp9q6M7YocKbWA,1,3.0
ILn-4cZZmAExukiR7pwVlw,2,2.5
RIoGbtEYx886bwVTpXRQTw,5,3.75
hiZvFRHBZKWELUrc0Xd7-w,2,1.0
gkpMjWWEDKbiWSWzgubq3w,30,4.0
gN8kb6z5bTAePJRBq7Wb9g,4,4.5
HeAZPyGwKIJjYbge4iCjcg,5,3.67
ejUILz2EPBfMKt6WvQLGqA,18,4.11
gnEdBHhX2s_3k4jrjUBvqg,5,4.2
EPROVap0M19Y6_4uf3eCmQ,33,3.03
CWUnN_LxGGdv2UHLUtVM6Q,1,5.0
s4qb8jFD_tos_8c1W4HSHA,15,3.75
BQERd8rqFAwbKHtj2uDlsQ,1,5.0
juAsM_SOHAaPY0DRvg4TEQ,4,2.5
V2ZJAmzuxm88-S7KCnGetw,1,5.0
eb6sH9Mn7ooUGuv1L0sUaw,16,4.94
Tg1DtYQPlsTYBoOOk8CSYA,1,1.0
z_2KOq-4UA_oUmTcdlH41w,4,4.0
BSUY50yCA96-oN6cpDlsCQ,8,2.62
03Lg9AoY6AL5ZJ9F7h3TGw,5,5.0
vQGhO6mbaUSA7wPVjjlFFQ,4,4.0
jDFVRHjlHFwqbJUIFMRixQ,2,5.0
F8B4mAaILOJvN72nCW_1tw,11,4.18
F5NvOP5YeKetvkYo1W4t3A,882,3.81
FdTiUJh4NRewatdg0I6flw,8,3.62
F1B182zVaSlBe9LuZa1Ksw,4,3.5
z8VQjiquC7RFbcPx_6KQfg,16,2.61
mnmFvNB86OaZp4EbcGWhFw,70,4.04
hiNd8-1nw2PNqDGnMEMNMg,13,4.92
rVecNxL1IxEaxl6318sf0g,1,4.0
VHRJI8kC-GBYBtutzAmmdQ,2,4.0
QDCLWVTy4Ej3CGYGlL9wwQ,1,3.0
tlaRczXOyvXAZi_ZjGKv0w,5,3.6
FLwb0MXnKBtoXn2J34P56w,3,3.67
mDapCi0WwVBgctzKsR5PPQ,2,5.0
UqP0xiXHxQ-EVAZrVLilzA,13,2.62
--bmQJBvKmn55eEtMJepHg,19,4.37
Uu5mjiLqlYJvP4lrTvOBow,2,1.0
Tq9JSiOphWrq0_kTtjRoqg,36,3.09
vCkbtvzGiVtlwSdIOETfEQ,5,5.0
WMDUjkWE9j83xMZmvGGd-Q,43,3.95
fKZCp_lZPy6sS2AIorHMIA,9,4.0
6lpj0vJ9qs98tk5qPUr5Cg,19,4.1
6DT7WUgdlGSMVP5u5FoELw,21,4.35
sqMwccgXHYI1APjg3u7rqg,4,2.5
OXzfo61adBOHit0g9JFUCA,1,5.0
Et6LnRTs9fJAT7-iJYWRtg,4,2.33
d8fcRAdZ0wySuTv9OLPfOQ,7,4.29
gBBak_mGUzxJlq_6f0FgNQ,2,4.5
bAdhCcTB6QozERxG_POuwg,4,5.0
jx6oX7wjEwRzdeV0AxNHjA,6,3.67
atbncPS5_4318p3wzdwmzA,4,3.75
FWW4j3wMpgsvTdvZho5gsw,9,4.67
REjsLlWa0BF-mU0hxbk7Ww,12,2.46
XZcp4QXvUocn2Fak28-etQ,48,3.8
QAtL9roCZeqQlLDB-Ara7g,103,3.3
A8KAUGlzA8gaCoe5GMMKVQ,3,4.0
4s5j2IMfee0tqAqviCNcXg,4,5.0
89z2m5rqHpjErFVZJx-wrg,12,3.42
8B78CGHD_azGDVJEMMAKeA,13,4.69
04KRrjZqwwS8JcBI-HG9qQ,2,4.5
N61INGZ0mbA0V14hGnwi3A,16,2.81
Frzwzr-PD9zdIw4jbpYt3A,59,3.67
MFUsPQZY42OwHni4QZmLdw,3,3.67
Gz1xCwFmQvDRbq8fJG9UkQ,11,3.18
t4jbVyKnUBYiX_oV5Cxvzw,21,4.1
9_6l1U3d1j7CmezcVUuyAA,1,1.0
lOHszmyxD-38duusaQXoWQ,61,4.52
_J9xcDWLpKmjJOd5WYblLw,1,5.0
eG8GBGgyssPW-QKNOLSchA,2,3.0
kTmgld2e3NeyF81BcBTsRw,11,4.0
fAcKUpvU1Dj5B0_B7rrH8g,10,2.8
XnSSZTJvQcVE8LrCLw85ww,3,2.0
QgRS8TbU_tsDSoHuIx6Jkg,50,3.66
dhyB8Tngjm6_nVuBaLV92w,2,3.0
TtxR4oXHV69dj1joEUWBSA,4,5.0
N8kB-77VdqqY024QyT7olA,2,2.0
3Btgn7CrFzisWbjxIOmXnA,2,5.0
PzTP2RCSdBrZLbaxXgZ3kA,40,4.24
iygvTIY948IIA3TDtmUgvw,75,3.04
BrDGtR4Xpy-08J4D69cW9Q,119,4.32
udEWRf1FWzI1asYpeRjHJQ,77,4.08
YHsXC1pBglfXQNhVN_weFw,13,1.23
eifOHKb35cJbUafWhDDiYw,4,3.0
5xrBoZK2jDhJKe6TkipmiQ,1,1.0
aJzOnAzUn09mMvh6qNsZpg,5,3.5
J1hIaP1wbTP9hOrAKsf_RA,6,5.0
VdRpPP7V914zRlqwujbsGg,1,3.0
IIsyFl52dHtdAXFqTDUleQ,6,4.6
YlXPY4xrPFcQnOFIoTG_NA,6,2.86
azbrmV98okhf5EgWtmOFgQ,7,3.71
3N_tyX0TfJfrXQMzVPDFBw,5,4.8
t2LmyNwvawQ4eCKYFjd5Jg,1,5.0
TFKQ4ZpiNBjM8s9V6iT_qA,2,5.0
lMgmQVqw8VujMD3VoLwx5A,14,3.5
Q__lu4ZGaeILifCnInRJYQ,2,5.0
pUG7tOChmXc_fn_-QEIPNw,13,3.54
5U_-sIW-5nNTi9V-kNr3uQ,1,3.0
NrUoypyo6zr-ALHthCsjwQ,1,3.0
zBDjAgfRtrC9OtezqPz70g,2,5.0
VeEd3y-mnJgp-i4EmqIIpQ,54,4.09
_1yFoz-elOrMbGAvYeVegA,8,2.0
F36wfoifvziWJTKXK7hJCA,5,3.0
gtiyv2daR6S5WitUEPbITA,8,3.78
7yselRcorra-HsqNPfUHLA,7,2.6
NbP8HS8uEzqAvrdjjNI2jw,3,4.0
zOQqg_Ob-JIW4Yh7SjwDag,15,3.33
KwUOJ2v_2SNZonrdLw1gLg,1523,3.11
nFiRlmrKC22qWG1YhOGlCQ,1,4.0
WdpjLmfyOOZ8Az11WBPqkA,37,3.51
K7c1PphiJc94_eaeyHikyA,1,1.0
nEaLefNpagzj7jVQt7l5OQ,6,3.0
PXpBlEk-Hg7hPMWTUZh8qw,34,4.06
DZioZYqx-1D35Ny4kx_ipg,14,3.6
7c5mm88cQ-d5lsOJc9GQzA,9,3.56
ez3jfJeIkkF82qwrzDTe8A,6,1.67
7lJ1LH-nnGRynxsPbxIplw,6,5.0
3CWYUqDprIG32Gf0aQcGRA,5,2.67
DYWHSvCAerdSbARwbJlEew,1,4.0
zVSQSTtGz07AwU-WaN4lag,4,1.0
y5q-rAcI_LcVAtWxNV7omg,1,5.0
UZpOHwjiO9xCb-ntsyEWdg,2,4.5
ypQuMB6ZZ0bf8Yih9lDdgA,7,3.71
wJgwmP2s3IaGYolGQrgqPQ,2,5.0
8gnkwlcYBBr5CZ67caw20g,115,3.77
aOifIuBhv5Eh-l1z9foWGQ,32,3.38
ChPpkHTyL3CyajLIuUrgjg,451,3.65
dlZg21fROLM_yBXxhVrecg,31,3.74
SreMKqwtoFPANhXoTHZ9_A,68,3.03
AU0gtjm7yRf-kU0oNK2dOw,2,2.0
PhFLNKOHrrEqqt5mFq0y4A,44,4.29
UjQyoDvZZIRp68MiCg0nBg,8,2.75
0M-wdpMiZD_W-Uq3eNBK5A,5,4.2
68GwyGcv8bQRRAdL4PjRdA,17,3.59
NyV1ZDomJ_Gc3yXkx3By8A,1,2.0
ac1ItsCSkn8RxRxqzirT-Q,7,1.83
7XJPILHmvy0U1Yp7T4SU9w,5,3.6
K5xuNMqbBgLZb8rh9zDdhg,5,2.33
5S2TbC-psKRnYzbdRVK4xQ,11,3.8
AHbkskOIM3laruwYXaHQsw,4,3.0
7-p8SuAdvjUnlKzfLAVEBw,4,2.5
115_hul1UKibalgCkWirHA,3,1.0
ZKMnxuDClZ-iLTsI2A4bTA,2,4.0
K4lo8k1XVDK-P_R_luIYCw,4,4.0
yq5oXSnCi_rtZA6PSiSePw,1,4.0
MN4KaeUvN4sG-oCN4UGXYA,5,3.0
sdoUvWg4Gc2HVBlIy7Yf8g,2,4.5
WBpuIU5VD4WB0UjDOWOq4Q,5,5.0
qhDU4P_Hn85glfLJrNN-fw,3,2.67
EbZWiRo7qb83Uat-2tNTSA,5,3.8
U7BB3UgFUyV9npYpoexTMw,1,5.0
40yBLuhfT9jMOJrxSJnZKg,1,5.0
l53FUDHRHLg7BQ89KgAtxQ,384,3.82
OazxM5v9i8PQ6NXWQDxCGQ,671,3.65
0mS-6IWemiykdkyOxBF5qw,19,3.21
UJfdFXfXcf5mOEhgUwJ5DQ,15,3.62
3XyuBpNbvrHukaEJyWBAsw,56,2.49
W7Wyu4Fau5w6TKHQpmPM2A,35,3.57
ofELL6arxw_DxlHJ3YENow,4,4.25
uQWO2an74uZIqJnKsbADZw,67,4.42
hoUUGRG0Lr8QgI4CrNeGRQ,12,2.91
-4EaWcHoFThR6h-SEZSESQ,26,4.27
gy5lnq--Dui9InYCnN3xxQ,578,3.56
tviqXI9MAXasQhQQaBMjdw,7,4.0
ytANTkDWDuKu7ohlN3HgOg,23,2.78
fl_9hotN0iy7u2-fk6q_5g,5,4.25
lOvgjEkecLfVJwJriEjt2w,185,4.05
P1Kal4KjWMkzEt3zCockRw,11,3.7
gqTHgSu0muXSi-7wYzjAZQ,5,3.25
BYFrBEO-RSo7Kg483flGUQ,4,4.0
Sj8OymmjwurzNE_vgchFAA,25,3.68
UEgyEbb4_-0qDDvBRipqnA,2,4.5
belwny-RzN2w7i5Jv87lzw,2,5.0
tIc6ueSxIvoNR3TrouJVAg,4,4.75
Yz_nODJ5QwBP72NvrV6SBw,33,3.27
XghV_1zyvCKrpIYGSjd0UA,6,3.33
LGVHiUTI3QJ7a44EET50XQ,9,2.9
D2kfoxaa0BI3AfwXTBuqXw,4,5.0
Mapi0-aNpDrpYnPyqML9Gg,5,4.0
y-43dB6Z33irpMucuDDz4g,2,2.0
1aqVSQMZHMTxH0Hj5oIdqw,12,4.25
AdQAs0epas8uN0gcUw5xgw,22,4.33
voTcwJgUmRmYCKFmx-yh_A,26,3.91
JjccGC4IN1_-ez9CjJjYEw,20,3.24
X4iuq4vCgyuZSRcT5T5_-g,5,3.2
_0Jk1GtSApjvv0uAKBQxcA,3,5.0
qKnbqlu6UBTfGO44d3IBIg,9,5.0
rOJf1rT7FCiO7YqIjhHIVg,7,4.43
U-7-ZSsq5znOp_N9U6jGqA,34,4.47
qOi75vaYk--2medq7DJSmQ,2,4.0
kVWvFtq-jJtzqGBtCsluUQ,1,5.0
mHCHV_GtVG7NiL-pmhoNPw,22,3.38
TBt619ksLgqN_MuepVpbZg,6,3.4
CT4MhztmLwbMfBdEGaqlXg,7,4.29
czPrlCP4nCTeU7I4Lq3nCw,1,1.0
niAvXxmqQhcdPfRUj6tFlQ,2,1.0
bKGp4HSHtSxgKV4mSSZPaQ,2,3.0
zuZ2Aqhgyl-lEMPlDWEttw,6,4.0
BKOXtlk3_mEyMhYpvs05qg,3,1.0
kuWeufvdwDSVhkRBKhggkw,1,2.0
e3LzMIrC6FtN9QeTvWiGag,111,3.52
ETJmLSs7um35Q_RpyFtOSA,1,4.0
kSWIE743Upf1fOzkbnBkrg,557,3.27
5xswyDHUYkv4CRZqeDIb9g,6,4.33
5PmrvxWDni9BWttR4kFQ3A,10,4.5
vszWnV-0eb3w-uueB1D9Xw,239,3.84
9db0Yv3gT2xmkAhL53WFqA,7,2.43
paNeUaL0omjx7FeVkxHGuA,18,3.56
gzIXO1YDrOLIRpiHOUxmZg,2,3.0
lFNcl5wut8oocYIvLbu94A,5,4.4
BkJ63qIID7ggH6o5zxv6RQ,6,2.83
EUtynb1DWp8N8PcxwMrZDA,5,4.2
FsCH7evK-RJ42BcWTQ0sRg,1,5.0
GAaiKf-ZdUGxDXIcBeyyYg,8,3.25
yDjGGiXwks-E5Pjw2yjIGA,10,2.1
2IbtLTfizMiIZtn2g4N23g,14,4.43
SxrdkOAqswVloufKl6dUEg,6,3.38
ma-fFLr-oy6aEInKhT9R5g,2,1.5
4SRojrQB6bb6OrVZnPPprA,2,4.5
1JGS2G9HkWyqsqjLWBgWsw,10,4.1
c41L4GXCoa7L2VK9aZQyJg,2,5.0
XHoxLL7nUde5sX3mYg_k5Q,2,5.0
M4w1Xgu3yjGKN6rL37Seug,11,4.82
0TWVQHr52bJF4KPvKdOXWg,30,3.0
LQwIAdNMDmDEtUg81VwlxA,5,2.8
_oNqrg69OsmK8gNaqew7hQ,10,4.4
S0ZAsJQlr5t_KtFUIVFdYg,72,3.76
bvAi7W0JJY5k7PiCv0Ha4Q,8,4.57
bS-MM-6v-1hxmRlpRQYwKg,16,4.71
EG_i_yWEL8_vjwiGXc5WPA,3,4.33
pJTp8m_z1QHPMT1W_2eOWg,2,4.0
A0GPSpsmb5njCVUeQTsNTw,8,3.3
pbOX9o3VahFLhMLxxKljKg,12,3.83
FAsJEfgQL7mL5mg76Z6-2w,14,3.69
yzPBzn1jKwKveBtwfydfmA,22,4.27
mejx9Ya_tOvFRBosjPqfKQ,9,4.56
aA7-wl-m2lHpbV_HluUzow,14,3.71
0bQJ-EiaPFXJMR1i0NnhDA,5,3.6
6o0lypOHl_oWWwTUVj-3Cg,36,4.36
Onl4MbeH87Ji-4W4msRG0g,1,1.0
PxIH9P5GMTj9Mh4HpDZWfg,3,5.0
wNBd9ViAKiyTsH3yVy2-xw,6,2.6
HBYcZjvdfRcxGy1dqi0brw,33,3.97
iHa2Q9iff2-vy-NDf84AKg,3,5.0
Gn1R_L347w-BJg_Noaa9-g,53,3.2
zhikpOtgXzPN7tHTvHvokg,19,5.0
vnpS8VAAkyVdhzCj-CPYOQ,5,2.8
ma_fL4No3szuO7fdZ6tbFw,1,5.0
U-DB77qKlibptkjMcB6MOQ,3,4.0
EOQDLIsZSpuxWkBPQUJiwA,10,4.2
N0rKZVT6IdtEhntikm92BA,3,5.0
W_0ZPgZ1lxTdsjex6Du0sw,20,4.11
Rbw22RXLMin4k-UatyBj2g,17,3.71
o2-ybTgN1oGoTnVyGI-CJw,1,5.0
pmu7FTolC1NnQm_vU6YCYQ,33,4.06
17lvW70WpVXfHAhG0llsUg,5,4.0
dBBptowWLNU01FjoV5Jg3Q,6,4.0
xomky6I_2VKViL4G47pD7Q,18,4.28
szrMnW4j6wc06ft1Cn_-ew,1,5.0
jIieaaZl6BeEfDylg3osJA,7,3.86
xzI1l3dMnqoglTOX5kzv3Q,5,5.0
oZDeL85EAfLahF1DG959Ug,1,5.0
Mp8QkduJdH7PEQF7WrC1YQ,1,5.0
Bd3AAy1k7c4zg1euY5jgsA,1,5.0
hDXlKrsGhQBBMVhK_aWe6A,1,5.0
TtoiVZwt2jz9WAyRc3AR0w,8,3.83
7DLPjX71l6djKOm7GQ8uGA,2,1.5
vydiaOFdbsmsjQ-wzvVhSg,1,1.0
IIWtH1LHdfWDtIKYgdrrrA,818,4.12
87oQQ-qu0oK7NnvvLemH_g,31,4.42
u16bR8GliGYeKutolUzqLQ,31,4.13
yeHoRnyJjRd_s8o3ZkcKzw,35,2.94
XWOXih7lbsoIKg8EVjZrSw,6,3.5
Wi-5Qxerreu0MqB8YtjINg,10,3.9
tRE5wGtt6KyZUdGrv_Sxlw,12,4.83
BlBcAgRNmY-EiS-SkjPMXQ,3,3.67
vHaBJlhCSIVWLIWBdUlHoQ,23,2.75
Q7jxiKZRS0Wbm8gQIQ1leA,7,3.43
CFSw8Y1MaJSp6xVPIqgxeQ,42,3.11
X8FReIVfc2GiR1yTzbnFxQ,5,4.6
8lGtaCiVozCt9-Oj1wQ0ng,22,3.95
3ofvSxarqR4ks7pdpOJ_0Q,2,5.0
3Ko0Lw3gGwhqcJzRytT4uA,4,4.25
SdFw09C0WIMMd2SGhntRGg,3,2.0
29z1H1Bxyol7WKX4ZcTv-Q,20,3.76
dbgt3p2k_oTeKmSi_SYfIw,6,3.67
SREW-COmh3mRrQ6vIJq-Ww,4,5.0
b61x5o5S9D9avABf-Bz94w,42,3.14
-7xxtDBGosIp5arstHJWfQ,17,4.53
VUJCGwxtu6KZBvY0t4yKWw,6,4.83
YqnhYEGtZ6Wl4b_6FSIw2A,5,5.0
2kPBlURaEfyqWlsxCR7pyQ,2,1.0
d6htddVnB6aL73E34X6Kgw,2,5.0
ZdDmxmGVhHHI4PzmVdTzxQ,36,4.11
uMPmB9EZgLvcoyQBQStMIA,6,2.0
i3NCwVG0aJd_Hq8Hlhphtw,5,3.4
qxeTnmbyE0zsGo7dtoy-7g,4,3.0
oWWcEn5Rr3vMCbDriEbsmA,26,4.42
9LtG0GXxfImwVAYwAgXm1Q,33,3.51
tvLJrZ26PQyf6okYZ-vClg,4,2.6
RyG48BMx3z2rrFzd2-pxwA,7,4.29
4PKUsJ7K4cPAxK3NbYdYXg,35,4.56
MzzUylShbAtXAMozlBCp1g,13,4.85
aXzJvTJBbdjTnPSXjhF78A,8,4.38
tWpOWfLFNb_Q6hyQS_hjhw,8,3.88
hCire4K01_C40QSgx9k7cg,1,2.0
JwdqI1Bq6KBcR8Xep2JbiA,8,4.0
5sjkvaCLRMVgTJ4R2hEWwg,11,4.18
jYxPOKH_3524ChDzz_NySg,5,5.0
GtmGd8u4UZANsj3Wqk1kEw,33,3.34
u3clsPOzo-znh5tQluLebg,4,4.0
5Ee2T9SHtQa_Buiyd6sbYw,47,3.79
anI6r2GZ4wjqxZ3uX_Gk0g,10,4.6
JOD59l6MjMHplYuAUzaBJg,3,5.0
SCK1ZcZojlecrbb54q7KnQ,1,5.0
94JTwhm0z6lFkus3SerStA,3,4.67
WzT1iB5k73t-7NYWG7Rcuw,10,4.6
AgBdZPovmrc_WSqjfrO8Rw,95,4.06
VY0lqjZSvGw2WqfJwXcfLg,15,3.73
FckODNmz1AX0K69wXIqoTg,11,3.73
pyeOGd2nK08qhQ09RYNZzA,24,3.85
LSf-AF1UzGV4viB9LgoNjA,65,3.83
Qj5EvKLNsjBycqHnJbtNCw,4,1.33
bHEG0ojxRvkfhYCdXQM1jQ,4,2.0
1Wd-9t6Q0-8H30K1IMBm_A,10,4.7
VsdK3A7VzyC-tMYC3WUC2g,86,3.41
vnLtjvpr5KVIY_SRTYi6jg,7,3.86
I-rxxJOQWvopHThICQlqMQ,1,4.0
NvqgVxpAM7wKjL9QeVWnnA,12,4.08
zCYXRdBM_MOJrDXcq1bcPQ,1057,4.19
20xVAC8hRtxGivlvTHGy9A,10,3.3
Ib8OujaLtdkrSjveQNEphQ,15,2.67
1JX8xEUGh776iduSm5jj7A,2,5.0
_NvP3S2XPzolbU7Gox5rBA,2,4.5
yXTenhoJVQqK3-cKq6OKMw,47,3.69
rw7Z9Xw8FQsmnKKW1zUzEg,1,3.0
EeJeTfjtsJHET_LMNpaTBw,7,4.1
-KEUSLivegWpE2YJ8c43CQ,2,2.0
SbyGYPjkR3e-i9XcHiCbCQ,6,3.83
gqR5wRdgDkaUztyhYLfUag,2,5.0
hCV75nhFf2rnMeeh_9wzlQ,1,1.0
TeJU3ybi6aCy2tF_WD7LRg,3,4.33
OrL68K3roYDX_qQ0O38gaw,330,4.07
FGTmhTPZSy2faJlluC0IZg,32,3.73
btfv0CFoDX6vJCPms6-Irg,718,4.21
bDPFpoB-Uaf_nPBS5tF6Jg,53,3.56
5Pcmp6vX_7XZ5RFtlC5hyA,16,4.12
ja0F-3Cu_KA9RX5K7y5kjw,88,4.25
CSAAo19hU-BsjtLa3Sw2KQ,1,3.0
Mm4KdQ-cU_5i9lvwBeKjmg,27,3.63
jM3JHvhP9M4_EW_IZNBxqQ,5,3.2
iOLOJON4oKFzMjgp0Ep7wA,7,4.57
jY3VD_NRLioD6ePzEZuFjw,1,5.0
XS-BAC_fSmtVGEGHthnA2g,2,5.0
81Q5kqtLfYVJTedSP5b-uQ,9,2.89
a8x9sTZS9hTOXdSRMfKKZQ,23,3.26
kkSZ8LiWy0yE9MfFE7uO4A,3,3.0
fomMnchVa7JxX2yNEhRZsA,6,4.5
WCm7p-E4HxVLX-ibeKBEaw,12,3.83
GUweGl1tuQGM5HF1zgHgQQ,2,4.0
DcfmUIBBfClOte8dTekVbA,574,4.1
ouS1fjiznxo2GdbdNZZ1_Q,14,3.57
Xgz8dzRftJE3MkwSXUG31w,17,3.35
cyj1X7YgbMcpGAmTBuggMQ,6,4.83
ICSPa7SNlhCHqUYkmeAjTw,5,3.0
8QQ4UV3h7QMLvwkZ-7rHCw,36,4.22
nn2rgORMZ1S22O5MMUn4Zg,17,3.29
qyq8nu0nQghdMeTlovoqRA,20,3.7
ubBMKhz4h5a6QWEVCXvBZA,13,4.69
iOaMHaTgAycUJ-c_DR0QpQ,2,3.0
cICU3OMnuuRNUKForoF7jw,4,2.0
eUNxcmbJOY75KNj5Ge2PzA,6,3.33
kRYGbA8I7lO4LdnWIiNPmw,5,4.8
jgq7G_Hbs1_Sia2kZL7XaA,14,3.93
sYAPWXjCHPoQv4-NppvtLA,2,3.5
csYnsafLOIPj8ZE13alQsQ,4,4.0
UCzh6pHjEGyadUQ9PYdxgg,2,5.0
UVxN-8r_NoGtPIAWtzJdVQ,1,1.0
N_KyHBiYxII6GfHI5kbbfw,4,3.17
kANCV6P7Gpr5La5s6qlTTA,2,5.0
dEibfzlhPNDdunGLp9GCMQ,6,2.0
PirZzD6HAyHJ4E3MZQA5wg,3,4.0
Dd9DpUu6qxMAhWy6VkOw4w,1,5.0
EKNTX6v8R6WVjDfKBlcUMA,2,1.0
xN2Xx1usn_1vAmfY-BbzPg,8,4.62
Uo1c2Qna6JeyYFBayg6njA,4,3.25
uTYkzSi9RRzauyrGt4CPeg,2,5.0
NXewRPjoqPjFSYOjwYNTZQ,79,3.14
Wcklre6gDWFL1Atsw5OGWQ,74,3.81
TXJ8YldcRE_8RnjnwVUhXA,40,3.85
Y1bWMPTcTf4GBP4OcTGnTw,21,3.67
Z0JA5F3Y5s1hex4WvfC8eQ,4,4.5
S0g4uMDTR7TFXhpkeiOVHQ,6,1.83
uwJSSzZHgbQsZf9JI17CcQ,1,1.0
TPPQGL-TT7JOVEP3A_B5og,10,2.89
_BifAHuj5tEN2UxVL0LyxQ,12,4.58
hAlpKFRz4U_yMDartYwsDQ,2,3.0
3GE_u8u6UQb-AsoSq4q_wg,5,3.83
k4chMTebfrl8XpQp_lPa6A,13,3.38
0wCP-kEXhPxmb3LJ7TkmVQ,12,3.85
jsIjcXXB8JXFT9tHyXmENg,8,4.88
07mha1ytm--OUhw3GkgbuQ,1,1.0
Pi-R6TSt2rkUjqhrdffecw,30,3.73
ch1SGM8v1X7nhLouZpQKyA,1,4.0
PVbfmSrl7d0b5XrVfSnayA,1,5.0
yNRumcItxzAdsXdRXsa3Uw,2,3.0
LxBMiVI89u7sFLsXPnpJFg,3,3.0
yyvwMoMifs1p1cp9B68XIQ,1628,3.7
3dfm7ErrW8IC-R2srUkPbA,5,4.2
PKjlZxmRS8tKhaiNpIGBMQ,142,3.88
